circRNA,disease,label
circ-rangap1,stomach neoplasms,1
hsa_circ_0000414,"tuberculosis, pulmonary",1
hsa_circ_0008078,chronic thromboembolic pulmonary hypertension,0
hsa_circ_0000517,osteoarthritis,0
hsa_circ_0004136,endometriosis,0
circrna-acap2,fatty liver,0
hsa_circrna_102101,active tuberculosis,1
hsa_circ_102470,leukoaraiosis,1
circrna_atp9b,"diabetes mellitus, type 2",0
circ-cbfb,colorectal neoplasms,0
hsa_circ_0000408,rectal neoplasms,0
hsa_circ_0033550,cardiovascular diseases,0
hsa_circ_0059655,urinary bladder neoplasms,0
hsa_circ_0005198,glioma,1
hsa_circ_0037655,glioma,1
circ_cct4,"epilepsy, temporal lobe",1
hsa_circ_0060060,thyroid neoplasms,1
hsa_circ_0008225,leukemia,0
hsa_circ_0007843,colonic neoplasms,1
circman2b2,"carcinoma, hepatocellular",1
hsa_circ_0021093,thyroid neoplasms,0
has-circrna_0046367,esophageal squamous cell carcinoma,0
hsa_circ_0029067,facet joint osteoarthritis,1
hsa_circ_0088452,active pulmonary tuberculosis,1
circ-sfmbt2,stomach neoplasms,1
circnup214,bladder urothelial carcinoma,0
hsa_circ_0005519,endometrial neoplasms,0
circ-itch,colorectal neoplasms,1
circacap2,rectal neoplasms,0
circ_drosha,"epilepsy, temporal lobe",1
circplk1,triple negative breast neoplasms,1
circ_orc2,osteosarcoma,1
circmto1,prostatic neoplasms,1
circrna_0016624,"osteoporosis, postmenopausal",1
hsa_circ_0001946,adenocarcinoma of lung,1
circrna_000284,uterine cervical neoplasms,1
hsa_circ_0013255,irradiated hepatic stellate cell,1
hsa_circrna_103503,"arthritis, rheumatoid",1
hsa_circ_0013958,adenocarcinoma of lung,1
hsa_circ_0013255,"leukemia, lymphocytic, chronic, b-cell",0
hsa_circ_0001727,"carcinoma, non-small-cell lung",1
hsa_circ_0001187,"leukemia, myeloid, acute",1
hsa_circ_0068871,glioma,0
circabcc2,ischemic stroke,0
circ_sdha,colonic neoplasms,0
hsa_circ_0017247,melanoma,1
hsa_circ_0020123,"diabetes mellitus, type 2",0
hsa_circ_0006168,esophageal neoplasms,1
hsa_circ_0044529,squamous cell carcinoma of head and neck,1
hsa_circ_0025033,cardiac fibrosis,0
circmyc,cardiac fibrosis,0
hsa_circ_0006323,"carcinoma, non-small-cell lung",0
circ_102610,crohn disease,1
hsa_circ_0007788,"leukemia, promyelocytic, acute",0
hsa_circ_0000378,"lymphoma, large b-cell, diffuse",0
hsa_circ_0000523,colorectal neoplasms,1
circfgfr1,intervertebral disc degeneration,0
circ-cep85l,alzheimer disease,0
circ-abcb10,lung neoplasms,1
hsa_circ_0053743,facet joint osteoarthritis,1
hsa_circ_0037251,tuberculosis,0
circ-akt3,"carcinoma, renal cell",1
hsa_circ_0000615,diabetic retinopathy,1
circc3p1,liver cirrhosis,0
circ-rad23b,nasopharyngeal carcinoma,0
hsa_circ_0008717,breast neoplasms,1
hsa_circ_0137606,urinary bladder neoplasms,1
circpip5k1a,immunosenescence,0
cbl.11,colorectal neoplasms,1
hsa_circ_0061893,irradiated hepatic stellate cell,1
hsa_circrna_001654,urinary bladder neoplasms,0
circ-cep85l,hypopharyngeal neoplasms,0
hsa_circrna_001937,ovarian neoplasms,0
circrhoc,heart failure,0
hsa_circ_0070934,cutaneous squamous cell carcinoma,1
hsa_circ_0037251,glioma,1
circ_0004712,"vitreoretinopathy, proliferative",0
circrna_0047905,silicosis,0
hsa_circ_0036877,"carcinoma, pancreatic ductal",0
hsa_circrna_103343,moyamoya disease,1
circ_092520,crohn disease,1
hsa_circ_0003258,"carcinoma, hepatocellular",1
circfgfr3,"osteoporosis, postmenopausal",0
hsa_circ_0030235,"carcinoma, pancreatic ductal",1
hsa_circ_101873,"arthritis, rheumatoid",1
hsa_circ_0037909,lymphangiogenesis,0
circanks1b,"liver diseases, alcoholic",0
hsa_circ_0006766,active tuberculosis,0
hsa_circ_0066922,diabetic cataract,0
hsa_circ_0003645,diabetic nephropathies,0
circagfg1,"carcinoma, non-small-cell lung",1
hsa_circ_0103809,"carcinoma, hepatocellular",1
hsa_circ_0046599,"carcinoma, ovarian epithelial",0
circrna_104718,"carcinoma, hepatocellular",1
circrnf13,carotid plaque rupture,0
circtnfrsf21,uterine cervical neoplasms,0
cdkn2b-as1,inflammatory bowel diseases,1
hsa_circ_0061893,liver cirrhosis,1
hsa_circ_0000408,retinal neurodegeneration,0
hsa_circ_0001907,"depressive disorder, major",1
circrna_15698,diabetic nephropathies,1
hsa_circrna_104871,endometriosis,0
hsa_circrna_102296,"carcinoma, hepatocellular",0
circ-prmt5,"carcinoma, hepatocellular",1
circrna_8924,salivary adenoid cystic carcinoma,0
hsa_circ_0001658,salivary adenoid cystic carcinoma,0
hsa_circ_002082,glioma,0
hsa_circ_0002211,laryngeal neoplasms,0
hsa_circ_0061140,endometrial neoplasms,1
hsa_circ_0030045,tuberculosis,1
circ_103546,pancreatic neoplasms,0
hsa_circ_0043949,glioblastoma,1
hsa_circ_0001445,adenocarcinoma of lung,0
hsa_circ_0082824,essential hypertension,0
hsa_circrna_100782,pre-eclampsia,1
hsa_circ_0022342,chronic thromboembolic pulmonary hypertension,1
hsa_circ_0001801,glioblastoma,1
hsa_circ_0078768,active pulmonary tuberculosis,1
hsa_circ_0000175,lupus nephritis,1
hsa_circ_0041946,vascular endothelial dysfunction,0
circpvt1,colorectal neoplasms,1
hsa_circ_0006935,repeated implantation failure,1
circ-abcb10,multiple myeloma,0
circplekhm3,ovarian neoplasms,1
circbmpr2,"diabetes mellitus, type 2",0
circirak3,"tuberculosis, pulmonary",0
hsa_circ_0030569,hirschsprung disease,0
circnek6,liver neoplasms,0
circrna_100290,colorectal neoplasms,1
circlarp4,coronary atherosclerotic heart disease,0
hsa_circ_0001721,osteosarcoma,1
hsa_circ_0000592,stomach neoplasms,1
hsa_circ_0032891,multiple system atrophy,1
circrna_0084927,acne vulgaris,1
hsa_circrna_100257,active tuberculosis,0
hsa_circ_0000792,adenocarcinoma of lung,1
hsa_circ_0106803,"leukemia, lymphocytic, chronic, b-cell",0
hsa_circ_0082374,glioma,1
hsa_circ_0002577,moyamoya disease,0
hsa_circ_0008717,triple negative breast neoplasms,0
circvangl1,urinary bladder neoplasms,1
circ-ash2l,osteosarcoma,0
hsa_circrna_101873,"carcinoma, pancreatic ductal",0
circatxn7,stomach neoplasms,1
circ-pax2,lung squamous cell carcinoma,1
circrna_092516,"arthritis, rheumatoid",1
circ-pkd2,squamous cell carcinoma of head and neck,1
hsa_circ_0141940,prostatic neoplasms,1
cbl.11,"leukemia, myeloid, acute",0
hsa_circrna_101408,"leukemia, myeloid, acute",0
hsa_circ_0005218,pre-eclampsia,1
hsa_circ_100290,"leukemia, myeloid, acute",1
hsa_circ_0070934,"tuberculosis, pulmonary",0
circ_1639,multiple system atrophy,0
circ-homer1,"carcinoma, hepatocellular",1
circrna_100290,"leukemia, myeloid, acute",1
hsa_circ_0000376,stomach neoplasms,1
circslc8a1,"leukemia, lymphocytic, chronic, b-cell",0
circ-itch,ovarian neoplasms,1
hsa_circ_0001461,stomach neoplasms,1
hsa_circ_0071662,urinary bladder neoplasms,1
hsa_circ_0056288,osteosarcoma,1
circ_1639,"liver diseases, alcoholic",1
hsa_circ_0001417,"leukemia, promyelocytic, acute",0
circ-nsd2,colorectal neoplasms,1
circ-anapc7,cardiac fibrosis,0
circ_103124,pre-eclampsia,0
circ_101222,acne vulgaris,0
circ_efcab2,"epilepsy, temporal lobe",1
circ-foxm1,melanoma,1
hsa_circrna_050898,moyamoya disease,1
hsa_circ_0052012,squamous cell carcinoma of head and neck,0
hsa_circ_0003028,multiple sclerosis,0
circ_0004712,colonic neoplasms,0
hsa_circ_0025033,"thyroid cancer, papillary",1
hsa_circ_0087206,cutaneous squamous cell carcinoma,0
circsema4b,intervertebral disc degeneration,1
hsa_circrna_103595,lung neoplasms,1
circadamts13,"leukemia, myeloid, acute",0
hsa_circ_0005027,hypopharyngeal neoplasms,1
hsa_circ_103783,triple negative breast neoplasms,0
circrna_104871,"arthritis, rheumatoid",1
circc3p1,"carcinoma, hepatocellular",1
hsa_circ_0001821,"liver diseases, alcoholic",0
hsa_circ_0000408,lung squamous cell carcinoma,1
hsa_circrna_000479,endometriosis,0
circhiat1,"carcinoma, hepatocellular",1
hsa_circ_0002142,glioma,1
circankrd36,"diabetes mellitus, type 2",1
hsa_circ_0008887,hepatoblastoma,0
hsa_circ_100338,"osteoporosis, postmenopausal",0
circgfra1,lung neoplasms,1
hsa_circ_0004390,ovarian neoplasms,1
circhipk3,prostatic neoplasms,1
circrna_101873,precursor cell lymphoblastic leukemia-lymphoma,0
hsa_circ_103809,"carcinoma, hepatocellular",1
hsa_circ_0080210,active pulmonary tuberculosis,0
circsmo742,colorectal neoplasms,0
hsa_circ_0063781,diabetic retinopathy,0
hsa_circ_0001368,stomach neoplasms,1
hsa_circ_0005075,"liver diseases, alcoholic",0
circ-homer1,hepatoblastoma,0
hsa_circ_0005230,breast neoplasms,1
circuvrag,urinary bladder neoplasms,1
hsa_circ_0002211,colorectal neoplasms,1
hsa_circ_0009910,osteosarcoma,1
hsa_circ_0034398,"lupus erythematosus, systemic",1
hsa_circrna_101873,sciatica,0
hsa_circ_0005239,breast neoplasms,1
circrna-cer,metabolism-related diseases,0
hsa_circ_0089310,liver neoplasms,0
circptpra,hepatocellular steatosis,0
hsa_circ_0000911,hypertension,0
hsa_circ_0078710,"carcinoma, hepatocellular",1
hsa_circ_0006916,repeated implantation failure,0
hsa_circ_0060467,vascular endothelial dysfunction,0
hsa_circ_0005620,prostatic neoplasms,0
circirak3,"diabetes, gestational",0
hsa_circ_0002078,breast neoplasms,0
circ-satb2,coronary atherosclerotic heart disease,1
hsa_circ_0072995,breast neoplasms,1
circ-zkscan1,urinary bladder neoplasms,1
circrna-cer,endometrial neoplasms,0
circrna_100876,osteosarcoma,1
hsa_circ_0047688,hepatoblastoma,0
circ-cdyl,breast neoplasms,1
hsa_circ_0001451,triple negative breast neoplasms,1
circshkbp1,glioma,1
hsa_circ_0108308,multiple system atrophy,1
hsa_circ_0011385,thyroid neoplasms,1
cir-ccdc66,hirschsprung disease,1
hsa_circrna_100834,immunosenescence,0
circ-smad2,"carcinoma, hepatocellular",1
hsa_circ_0041103,urinary bladder neoplasms,1
hsa_circ_0031288,uterine cervical neoplasms,1
hsa_circ_0008106,stomach neoplasms,1
hsa-circrna5974-1,inflammatory bowel diseases,0
hsa_circrna_0054633,"diabetes, gestational",1
hsa_circrna_004662,osteosarcoma,0
hsa_circ_081069,ischemic stroke,0
circnasp,osteosarcoma,1
hsa_circ_0001772,stomach neoplasms,1
circfam114a2,bladder urothelial carcinoma,1
circclk3,alzheimer disease,0
hsa_circ_0002052,osteosarcoma,1
hsa_circ_0081108,retinoblastoma,0
hsa_circ_0057558,prostatic neoplasms,1
hsa_circ_0000414,hypertension,0
circmyo9b,breast neoplasms,1
circankrd36,leukemia,0
circclk3,uterine cervical neoplasms,1
hsa_circ_0056048,"depressive disorder, major",1
hsa_circ_0001801,glioma,1
hsa_circ_0005230,colorectal neoplasms,0
hsa_circ_0056836,"carcinoma, hepatocellular",1
circ_sdha,prostatic neoplasms,0
hsa_circrna_029965,lung squamous cell carcinoma,0
hsa_circ_0075341,uterine cervical neoplasms,1
hsa_circ_100242,urinary bladder neoplasms,1
circrna-acap2,colonic neoplasms,1
circnrip1,stomach neoplasms,1
circacap2,breast neoplasms,1
circ-fam53b,ovarian neoplasms,1
hsa_circ_0007255,breast neoplasms,1
circ_orc2,urinary bladder neoplasms,0
circ-vrk1,esophageal squamous cell carcinoma,1
circ-prmt5,colorectal neoplasms,1
hsa_circrna_029965,active tuberculosis,1
hsa_circ_0126991,essential hypertension,1
circanks1b,colorectal neoplasms,1
hsa_circ_0008615,heart failure,0
hsa_circ_0092509,osteosarcoma,1
circ kmt2e,multiple sclerosis,0
hsa_circrna_14623,"tuberculosis, pulmonary",1
hsa_circrna_100833,cutaneous squamous cell carcinoma,1
hsa_circ_0067997,stomach neoplasms,1
circmyc,melanoma,1
hsa_circ_0001187,endometriosis,0
hsa_circ_0068942,coronary artery disease,1
circ-ttbk2,primary great saphenous vein varicosities,0
circrna_8924,uterine cervical neoplasms,1
hsa_circ_0030045,"leukemia, lymphocytic, chronic, b-cell",0
hsa_circ_0004214,uterine cervical neoplasms,1
hsa_circrna_103809,lung neoplasms,1
hsa_circ_0061825,breast neoplasms,1
hsa_circ_0062389,gallbladder neoplasms,0
hsa_circ_0003146,fatty liver,0
hsa_circrna_005019,t2dm with depression,1
hsa_circ_0000792,myocardial infarction,0
hsa_circ_0078710,"hemorrhagic fever, ebola",0
hsa_circ_0041796,diabetic retinopathy,1
circ-prmt5,asthma,0
hsa_circ_0004928,stomach neoplasms,1
circ-pde8a,leukemia,0
circ-itch,glioma,1
circrbms3,osteoarthritis,0
hsa_circ_0080145,"leukemia, myelogenous, chronic, bcr-abl positive",1
circmllt10,cutaneous squamous cell carcinoma,0
hsa_circ_0081143,stomach neoplasms,1
circcep128,atherosclerosis,0
hsa_circ_0001073,urinary bladder neoplasms,1
circ-lamp1,"carcinoma, ovarian epithelial",0
hsa_circ_0057558,esophageal squamous cell carcinoma,0
hsa_circ_0084043,melanoma,1
circrna.1030,"diabetes, gestational",1
has_circ_0049220,esophageal squamous cell carcinoma,0
circ-eif4g3,esophageal squamous cell carcinoma,0
circ-anapc7,"leukemia, myeloid, acute",1
hsa_circ_0005015,intervertebral disc degeneration,0
circ-pgam1,hypertension,0
hsa_circ_0001801,"hemorrhagic fever, ebola",0
hsa_circ_0070616,repeated implantation failure,1
hsa_circ_0106803,"osteoporosis, postmenopausal",0
circ kmt2e,diabetic cataract,1
hsa_circ_0001564,osteoarthritis,0
hsa_circ_0007788,triple negative breast neoplasms,0
circpum1,adenocarcinoma of lung,1
hsa_circ_0057093,crohn disease,0
circr-284,colorectal neoplasms,0
circrna_0001073,acne vulgaris,1
circ-erbb2,leukemia,0
hsa_circrna_104964,active tuberculosis,1
circrna-cer,breast neoplasms,1
hsa_circrna_100933,silicosis,0
hsa_circ_0006990,essential hypertension,0
hsa_circ_0016788,laryngeal neoplasms,0
circbmpr2,"carcinoma, ovarian epithelial",0
circnf1,"diabetes, gestational",0
circcep128,urinary bladder neoplasms,1
hsa_circ_0012342,"carcinoma, mucoepidermoid",1
hsa_circ_0035560,multiple sclerosis,1
circmto1,glioblastoma,1
hsa_circrna_404457,diabetic retinopathy,1
hsa_circ_0044520,squamous cell carcinoma of head and neck,1
hsa_circ_0058058,"leukemia, myeloid, acute",1
hsa_circ_102485,"liver cirrhosis, biliary",1
hsa_circ_0066922,t2dm with depression,0
hsa_circrna_005086,diabetic nephropathies,0
circfarsa,"carcinoma, non-small-cell lung",1
hsa_circ_0103809,cholangiocarcinoma,0
hsa_circ_0013255,liver cirrhosis,1
circdock1,squamous cell carcinoma of head and neck,1
circ-prkci,hirschsprung disease,1
hsa_circ_0043256,immunosenescence,0
circ_103124,crohn disease,1
hsa_circ_0060428,osteosarcoma,1
circusp45,osteoarthritis,0
hsa_circ_0005105,osteoarthritis,1
hsa_circ_0002453,cardiac senescence,0
hsa-circrna5974-1,sciatica,0
circrnf13,crohn disease,0
hsa_circ_0066922,diabetic retinopathy,1
hsa_circ_0029067,thyroid neoplasms,0
hsa_circ_0046600,"carcinoma, hepatocellular",1
hsa_circ_0089310,"depressive disorder, major",1
hsa_circ_0005402,multiple sclerosis,1
hsa_circ_0054211,multiple system atrophy,1
hsa_circ_0066922,leukemia,0
hsa_circ_0023404,osteoarthritis,1
hsa_circrna_091692,cutaneous squamous cell carcinoma,0
hsa_circ_0046599,rheumatic heart disease,0
hsa_circrna_008068,inflammatory bowel diseases,0
hsa_circ_0001410,"liver diseases, alcoholic",0
hsa_circrna_104387,diabetic retinopathy,1
hsa_circ_0136666,breast neoplasms,1
circctdp1,osteoporosis,0
hsa_circ_0082824,coronary artery disease,1
hsa_circrna_067209,moyamoya disease,1
hsa_circ_0035381,heart failure,0
circehmt1,breast neoplasms,1
circcct3,colorectal neoplasms,1
hsa_circrna_103595,triple negative breast neoplasms,0
hsa_circ_0000519,multiple sclerosis,1
hsa_circ_0068942,"prostatic neoplasms, castration-resistant",0
hsa_circ_0080210,intervertebral disc degeneration,1
hsa_circ_0072309,colorectal neoplasms,0
hsa_circ_0054211,diabetic nephropathies,0
circrna_100290,squamous cell carcinoma of head and neck,1
hsa-circ-0040809,diabetes mellitus,0
hsa_circ6510-1,"diabetes mellitus, type 2",1
hsa_circrna11806-28,coronary artery disease,1
hsa_circ_0000735,"carcinoma, non-small-cell lung",1
circ-tcf4.85,"carcinoma, renal cell",0
hsa_circ_0093996,"liver diseases, alcoholic",0
hsa_circ_0057093,diabetic retinopathy,1
circ-abcb10,"carcinoma, ovarian epithelial",1
circ_specc1,coronary atherosclerotic heart disease,0
hsa_circ_0068871,urinary bladder neoplasms,1
hsa_circrna_005086,active tuberculosis,1
circagfg1,uterine cervical neoplasms,1
hsa_circ_0014243,leukemia,0
hsa_circ_0008615,"carcinoma, hepatocellular",0
hsa_circ_0054633,primary great saphenous vein varicosities,0
circrna_0084927,facet joint osteoarthritis,0
cttn2,active tuberculosis,0
circdock1,"epilepsy, temporal lobe",0
hsa_circ_0000284,"carcinoma, non-small-cell lung",1
circ-znf652,"depressive disorder, major",0
hsa_circ_0021093,lymphangiogenesis,0
circrna-0001855,pre-eclampsia,1
hsa_circ_0002577,endometrial neoplasms,1
circsmo742,retinal neurodegeneration,0
circrna-cer,osteoarthritis,0
hsa_circ_0001819,herpes simplex,0
hsa_circrna_001654,"liver diseases, alcoholic",0
hsa_circ_0001946,alzheimer disease,1
hsa_circrna_100257,"arthritis, rheumatoid",1
hsa_circ_0089310,carotid plaque rupture,0
hsa_circ_0003258,primary great saphenous vein varicosities,0
hsa_circrna_061346,"thyroid cancer, papillary",1
hsa_circ_0046599,"lupus erythematosus, systemic",1
hsa_circ_0003855,stomach neoplasms,1
hsa_circ_0043497,tuberculosis,1
hsa_circ_0072668,moyamoya disease,0
hsa_circ_0000799,cutaneous squamous cell carcinoma,0
hsa_circ_0108308,repeated implantation failure,0
hsa_circ_100290,sciatica,0
circ-prmt5,"diabetes mellitus, type 2",0
hsa-circrna5974-1,glucocorticoid-induced osteonecrosis of femoral head,0
hsa_circ_0045272,"lupus erythematosus, systemic",1
hsa_circ_0001546,precursor t-cell lymphoblastic leukemia-lymphoma,0
hsa_circrna_104296,breast neoplasms,0
hsa_circ_0060467,uterine cervical neoplasms,1
hsa_circrna_0007874,hypopharyngeal neoplasms,0
circfoxk2,"carcinoma, pancreatic ductal",1
hsa_circ_0004458,precursor t-cell lymphoblastic leukemia-lymphoma,0
hsa_circ_0000378,primary great saphenous vein varicosities,1
hsa_circ_0006427,primary great saphenous vein varicosities,1
circfndc3b,"carcinoma, renal cell",0
hsa_circ_0072765,"hemorrhagic fever, ebola",0
hsa_circ_0000592,silicosis,0
hsa_circ_0068489,diabetic retinopathy,1
hsa-circrna-102685,diabetes mellitus,0
circusp45,glucocorticoid-induced osteonecrosis of femoral head,1
circrpms1,nasopharyngeal carcinoma,1
circ-dicer1,glioma,1
hsa_circ_0068033,breast neoplasms,1
hsa_circ_0025039,melanoma,1
circ-rad23b,esophageal neoplasms,1
circ-cep85l,infantile hemangioma,0
hsa_circ_0106803,gallbladder neoplasms,0
circ-pkd2,"prostatic neoplasms, castration-resistant",0
hsa_circ_0043949,cardiac senescence,0
circ-itch,prostatic neoplasms,1
hsa_circrna_101720,"carcinoma, mucoepidermoid",0
hsa_circ_0012919,"lupus erythematosus, systemic",1
circnasp,precursor cell lymphoblastic leukemia-lymphoma,0
hsa_circ_0002078,precursor cell lymphoblastic leukemia-lymphoma,0
hsa_circ_0018069,urinary bladder neoplasms,1
circmto1,lung neoplasms,0
hsa_circ_0008797,aortic aneurysm,0
hsa_circrna_063981,diabetic retinopathy,1
hsa_circ_0082374,hypertension,0
cdr1as,stomach neoplasms,1
hsa_circ_0004277,"leukemia, myeloid, acute",1
cdr1as,"carcinoma, non-small-cell lung",1
hsa_circ_0001105,cardiac fibrosis,0
hsa_circ_0030055,diabetic retinopathy,1
hsa_circ_0003998,adenocarcinoma of lung,1
hsa_circ_406329,hepatocellular steatosis,0
hsa_circ_0041946,immunosenescence,0
circmto1,"carcinoma, renal cell",1
circccdc66,uterine cervical neoplasms,1
hsa_circ_0025036,adenocarcinoma of lung,1
hsa_circ_0062019,prostatic neoplasms,1
hsa_circ_0001907,essential hypertension,0
hsa_circ_0001427,"prostatic neoplasms, castration-resistant",1
circankrd36,"carcinoma, pancreatic ductal",0
hsa_circ_0004015,lung neoplasms,0
hsa_circ_0056731,multiple sclerosis,1
hsa_circ_0043256,"carcinoma, non-small-cell lung",1
hsa_circ_0136666,t2dm with depression,0
hsa_circ_0141940,coronary atherosclerotic heart disease,0
circfndc3b,urinary bladder neoplasms,1
hsa_circ_100395,liver neoplasms,1
hsa_circ_0008225,glioma,1
circ-banp,laryngeal neoplasms,0
cttn2,heart failure,1
hsa_circ_087631,coronary atherosclerotic heart disease,0
hsa_circ_0066922,hypertension,0
hsa_circrna_091692,active tuberculosis,1
hsa_circ_001569,colorectal neoplasms,1
hsa_circ_0007788,"osteoporosis, postmenopausal",1
hsa_circ_0008549,myocardial infarction,0
circslc3a2,"carcinoma, hepatocellular",1
circmat2b,colonic neoplasms,0
circepsti1,squamous cell carcinoma of head and neck,0
circ_arf3,osteosarcoma,1
hsa_circ_0001742,hematopoiesis,0
hsa_circ_0001429,intervertebral disc degeneration,0
hsa_circ_0100783,immunosenescence,1
hsa_circ_0091570,diabetic cataract,0
circrna_26852,metabolism-related diseases,1
hsa_circ_0124644,"osteoporosis, postmenopausal",0
circmmp9,osteosarcoma,1
circslc8a1,urinary bladder neoplasms,1
hsa_circ_0039411,"carcinoma, hepatocellular",1
hsa_circrna_104296,myocardial senescence,0
hsa_circ_402458,precursor cell lymphoblastic leukemia-lymphoma,0
circ-abcb10,crohn disease,0
circzfr,"carcinoma, hepatocellular",1
hsa_circ_0046264,lung neoplasms,1
hsa_circ_0008450,"depressive disorder, major",0
circ-znf264,rheumatic heart disease,0
hsa_circ_0057576,stomach neoplasms,0
hsa_circ_0091702,vascular endothelial dysfunction,0
circeif4g2,uterine cervical neoplasms,1
hsa_circ_014724,"osteoporosis, postmenopausal",0
hsa_circ_0055625,"carcinoma, hepatocellular",0
circrhobtb3,osteoporosis,0
hsa_circ_0082824,"leukemia, myelogenous, chronic, bcr-abl positive",0
hsa_circ_0006323,coronary artery disease,1
circrna.20159,squamous cell carcinoma of head and neck,0
hsa_circ_0007788,"leukemia, promyelocytic, acute",0
circrna_0072309,hirschsprung disease,0
circdlgap4,ischemic stroke,1
hsa_circ_0026372,essential hypertension,0
hsa_circ_0006168,metabolism-related diseases,0
circ_stk17a,diabetic retinopathy,0
hsa_circ_0016760,"carcinoma, non-small-cell lung",1
circ-iars,pancreatic neoplasms,1
hsa_circrna_100533,squamous cell carcinoma of head and neck,1
circ-erbb2,inflammatory bowel diseases,0
hsa_circrna_101319,lupus nephritis,0
circ_103546,cutaneous squamous cell carcinoma,0
circnek6,esophageal squamous cell carcinoma,0
hsa_circ_014724,fatty liver,1
circ-cbfb,"leukemia, lymphocytic, chronic, b-cell",1
hsa_circ_0000199,herpes simplex,0
circlmtk2,hypopharyngeal neoplasms,0
hsa_circrna_101975,osteoarthritis,1
hsa_circ_0001275,"osteoporosis, postmenopausal",1
hsa_circ_0025202,"arthritis, rheumatoid",0
circsept9,triple negative breast neoplasms,1
hsa_circ_104075,"carcinoma, hepatocellular",1
circkif4a,glioma,1
circptpn22,"lupus erythematosus, systemic",1
hsa_circ_0003575,atherosclerosis,1
circrna-0044073,atherosclerosis,1
hsa-circ-0005870,hypertension,1
hsa_circ_0039411,osteosarcoma,0
hsa_circ_0068489,"leukemia, myeloid, acute",0
hsa_circrna_002178,"diabetes, gestational",0
hsa_circ_0001410,"depressive disorder, major",1
hsa_circ_0026388,diabetic retinopathy,1
hsa_circrna_046843,cardiac fibrosis,0
hsa_circ_0030235,endometriosis,0
circfat1,"carcinoma, pancreatic ductal",0
circrna7231,"thyroid cancer, papillary",0
hsa_circ_0046600,inflammatory bowel diseases,0
cttn1,"leukemia, promyelocytic, acute",0
circrna_0084043,melanoma,1
hsa_circ_0087537,facet joint osteoarthritis,1
hsa_circ_0003028,osteoporosis,0
circrna_036186,squamous cell carcinoma of head and neck,1
circmmp9,crohn disease,0
circasap1,"carcinoma, hepatocellular",1
circrna-acap2,osteoporosis,0
hsa_circ_0092374,liver neoplasms,0
circhipk3,bladder urothelial carcinoma,1
hsa_circ_0023303,"carcinoma, renal cell",0
hsa_circ_0006404,myocardial senescence,1
hsa_circ_0072387,heart failure,0
hsa_circ_0059354,esophageal squamous cell carcinoma,0
hsa_circ_0008797,cutaneous squamous cell carcinoma,0
circ-rad23b,"carcinoma, non-small-cell lung",1
hsa_circ_0000615,myocardial infarction,1
hsa_circ_0007915,liver neoplasms,1
hsa-circrna5974-1,coronary artery disease,1
hsa_circ_0001429,urinary bladder neoplasms,1
hsa_circ_0005267,primary great saphenous vein varicosities,1
circrna_000203,cardiac fibrosis,1
circ-sox4,adenocarcinoma of lung,1
hsa_circ_0072765,irradiated hepatic stellate cell,1
hsa_circ_0043278,osteosarcoma,1
hsa_circ_002082,fatty liver,1
hsa_circ_0081162,cardiac senescence,0
hsa_circ_0000681,hepatocellular steatosis,0
hsa_circ_0058092,stomach neoplasms,1
circrna_001275,carotid plaque rupture,0
hsa_circ_0026134,"carcinoma, non-small-cell lung",1
hsa_circ_0079993,colorectal neoplasms,1
has-circrna_0046367,fatty liver,1
hsa_circ_0106803,essential hypertension,0
hsa_circ_0058124,thyroid neoplasms,1
hsa_circ_103047,"liver cirrhosis, biliary",0
hsa_circ_0007534,"carcinoma, pancreatic ductal",1
hsa_circ_0067835,precursor cell lymphoblastic leukemia-lymphoma,0
circnr3c1,urinary bladder neoplasms,1
hsa_circ_0001313,colonic neoplasms,1
hsa_circ_0000284,"depressive disorder, major",0
hsa_circ_0072765,endometrial neoplasms,0
hsa_circ_407176,"liver cirrhosis, biliary",1
hsa_circ_0071410,irradiated hepatic stellate cell,1
hsa_circ_0008234,gallbladder neoplasms,1
circ_drosha,"carcinoma, renal cell",0
hsa_circ_0051240,alzheimer disease,0
hsa_circ_0001900,myocardial senescence,0
hsa_circ_014724,glucocorticoid-induced osteonecrosis of femoral head,0
cdr1as,esophageal squamous cell carcinoma,1
hsa_circ_0000594,glioma,1
hsa_circ_0078767,"carcinoma, non-small-cell lung",1
hsa_circ_0012129,breast neoplasms,0
hsa_circ_0078767,infantile hemangioma,0
circ-rangap1,herpes simplex,0
circepsti1,osteosarcoma,1
hsa_circ_0001649,"carcinoma, non-small-cell lung",1
hsa_circ_0001859,myocardial senescence,0
circmto1,urinary bladder neoplasms,1
hsa_circ_0002113,sciatica,0
hsa_circ_0002346,coronary atherosclerotic heart disease,0
circgfra1,ovarian neoplasms,1
hsa_circ_0061868,osteoarthritis,0
circrna7231,herpes simplex,1
circrhobtb3,melanoma,0
hsa_circ_0044529,leukoaraiosis,0
hsa_circ_0025202,chronic thromboembolic pulmonary hypertension,0
hsa_circ_0087215,"carcinoma, hepatocellular",0
hsa_circ_0071896,facet joint osteoarthritis,1
hsa_circ_0005519,asthma,1
hsa_circ_000361,essential hypertension,0
hsa_circ_0000673,stomach neoplasms,1
circzfr,urinary bladder neoplasms,1
hsa_circ_0002142,melanoma,0
hsa_circrna_102101,gallbladder neoplasms,0
hsa_circ_0001546,stomach neoplasms,1
hsa_circ_0017446,"leukemia, myeloid, acute",1
